ID,tempo_desloc_minutos,faltas,cod_cor_favorita,quant_irmaos,horas_estudo,fez_atividade_extra,cod_letra_turma,nota_p1,nota_p2,nota_p3,recuperacao,situacao
5222,136,17,4,0,40,0,1,9.29,8.89,-1.0,0,aprovado
5223,142,21,3,3,58,1,1,3.41,7.41,10.0,1,reprovado
5224,127,15,5,1,18,0,2,7.39,7.24,-1.0,0,aprovado
5225,15,4,3,0,26,1,2,7.17,6.15,-1.0,0,aprovado
5226,131,14,0,2,41,1,3,9.15,8.2,-1.0,0,aprovado
5227,137,16,0,1,41,1,3,0.49,9.25,7.92,1,aprovado
5228,140,16,3,2,8,1,1,9.39,5.66,-1.0,0,aprovado
5229,150,25,7,2,60,1,2,1.89,10.0,10.0,1,reprovado
5230,72,8,1,2,31,1,2,1.59,5.12,6.42,1,reprovado
5231,147,24,1,0,37,0,0,9.74,7.44,-1.0,0,reprovado
5232,142,24,3,1,20,1,2,8.19,2.95,5.8,1,reprovado
5233,96,14,4,1,69,1,1,3.4,10.0,10.0,1,aprovado
5234,128,22,0,0,35,0,2,1.28,2.62,8.25,1,reprovado
5235,23,3,1,1,52,0,3,8.67,4.67,9.75,1,aprovado
5236,15,6,7,2,37,1,1,6.58,10.0,-1.0,0,aprovado
5237,22,4,1,0,31,1,1,9.24,9.93,-1.0,0,aprovado
5238,125,16,1,1,9,1,0,9.35,5.64,-1.0,0,aprovado
5239,60,16,2,2,71,0,2,4.71,10.0,10.0,1,aprovado
5240,34,12,3,0,61,0,0,3.56,8.02,8.15,1,aprovado
5241,118,12,0,4,29,0,0,3.59,2.62,3.72,1,reprovado
5242,51,15,6,0,32,0,0,4.67,3.45,5.7,1,reprovado
5243,135,17,0,0,52,1,0,3.68,9.76,8.25,1,aprovado
5244,94,13,7,4,60,1,1,2.39,10.0,7.96,1,aprovado
5245,83,11,5,3,27,1,0,8.03,3.42,6.35,1,aprovado
5246,34,10,3,1,36,0,3,5.36,2.57,5.2,1,reprovado
5247,148,17,3,0,26,0,0,9.35,5.46,-1.0,0,aprovado
5248,107,13,7,4,52,0,2,0.37,8.99,9.38,1,aprovado
5249,98,17,6,2,52,0,2,2.82,4.39,9.52,1,aprovado
5250,91,14,0,3,41,0,1,3.71,6.38,9.4,1,aprovado
5251,87,13,3,1,59,0,3,1.59,9.22,10.0,1,aprovado
5252,47,12,7,0,49,1,3,1.68,8.57,7.52,1,aprovado
5253,106,15,5,1,12,1,1,9.96,5.3,-1.0,0,aprovado
5254,124,21,2,2,55,1,2,2.61,8.25,8.02,1,reprovado
5255,36,8,6,1,38,1,0,6.18,10.0,-1.0,0,aprovado
5256,71,12,6,0,55,1,0,0.69,7.56,10.0,1,aprovado
5257,109,15,1,2,36,0,0,1.85,2.47,4.61,1,reprovado
5258,81,14,7,4,68,0,0,2.14,10.0,9.71,1,aprovado
5259,149,25,5,4,12,1,2,7.19,5.11,-1.0,0,reprovado
5260,129,15,7,2,50,1,3,3.73,10.0,9.42,1,aprovado
5261,29,11,4,3,14,1,1,7.32,5.39,-1.0,0,aprovado
5262,146,22,7,0,60,1,2,2.56,10.0,10.0,1,reprovado
5263,138,22,5,0,25,1,1,9.27,2.66,7.42,1,reprovado
5264,127,14,4,0,51,1,2,5.23,10.0,-1.0,0,aprovado
5265,55,16,6,0,38,1,3,8.04,7.52,-1.0,0,aprovado
5266,101,10,7,0,38,1,0,1.71,7.37,8.72,1,aprovado
5267,113,18,1,2,25,0,3,1.91,4.7,3.34,1,reprovado
5268,77,12,3,0,49,1,0,3.77,7.0,10.0,1,aprovado
5269,138,17,4,0,56,0,0,1.58,7.16,7.07,1,aprovado
5270,71,8,4,0,64,0,0,1.54,6.45,8.17,1,aprovado
5271,78,15,7,4,8,1,0,9.51,5.06,-1.0,0,aprovado
5272,132,20,7,1,36,1,3,5.92,4.53,6.58,1,aprovado
5273,51,11,2,2,29,0,3,4.48,1.2,5.62,1,reprovado
5274,128,20,0,4,24,0,0,4.71,1.58,4.86,1,reprovado
5275,116,13,1,3,25,1,0,3.82,4.32,4.34,1,reprovado
5276,131,14,7,0,24,1,0,0.41,6.26,3.66,1,reprovado
5277,44,4,6,4,55,0,1,1.69,8.1,7.48,1,aprovado
5278,34,6,1,4,24,1,3,7.62,5.56,-1.0,0,aprovado
5279,112,11,6,0,31,0,3,9.17,2.9,4.28,1,aprovado
5280,123,17,2,1,31,1,1,2.3,4.66,4.56,1,reprovado
5281,99,17,6,3,14,0,0,5.07,6.25,-1.0,0,reprovado
5282,139,18,2,2,69,0,2,0.2,7.76,10.0,1,aprovado
5283,85,18,2,4,10,1,0,9.24,7.43,-1.0,0,aprovado
5284,82,13,0,3,43,1,2,6.37,9.02,-1.0,0,aprovado
5285,58,9,4,3,46,1,1,2.95,6.15,6.33,1,aprovado
5286,133,14,4,3,35,0,3,6.3,2.64,6.38,1,aprovado
5287,67,8,2,1,39,1,0,6.16,9.0,-1.0,0,aprovado
5288,133,20,2,4,64,0,1,2.8,10.0,10.0,1,aprovado
5289,26,3,4,1,45,1,3,9.22,9.72,-1.0,0,aprovado
5290,129,19,6,4,2,1,1,7.58,7.0,-1.0,0,aprovado
5291,126,17,4,0,33,0,0,9.46,6.2,-1.0,0,aprovado
5292,98,16,5,2,24,1,2,8.66,8.59,-1.0,0,aprovado
5293,45,7,7,2,48,0,0,2.45,6.01,8.92,1,aprovado
5294,59,8,7,1,44,1,1,5.22,9.64,-1.0,0,aprovado
5295,97,14,4,3,71,1,1,2.57,9.82,10.0,1,aprovado
5296,93,9,4,1,29,0,0,3.43,1.62,5.12,1,reprovado
5297,113,19,4,1,64,0,2,4.16,10.0,8.68,1,aprovado
5298,78,13,5,1,55,0,1,3.06,8.43,10.0,1,aprovado
5299,149,25,6,3,26,0,2,5.99,7.77,-1.0,0,reprovado
5300,53,8,3,0,20,1,0,6.65,6.84,-1.0,0,aprovado
5301,116,19,1,3,20,0,2,0.73,1.56,2.95,1,reprovado
5302,35,7,1,1,32,0,3,3.56,4.55,4.8,1,reprovado
5303,33,3,7,2,75,1,3,1.13,10.0,10.0,1,aprovado
5304,129,20,5,2,38,1,0,8.81,10.0,-1.0,0,aprovado
5305,45,14,5,0,41,1,0,8.73,7.58,-1.0,0,aprovado
5306,22,2,4,1,31,0,2,6.45,3.82,4.56,1,reprovado
5307,18,6,5,4,16,1,3,6.78,6.07,-1.0,0,aprovado
5308,63,8,2,1,39,1,3,5.54,8.96,-1.0,0,aprovado
5309,72,10,1,2,10,1,0,6.96,5.55,-1.0,0,aprovado
5310,73,8,7,2,23,1,0,8.6,9.7,-1.0,0,aprovado
5311,125,15,4,4,3,1,1,7.22,5.74,-1.0,0,aprovado
5312,80,16,1,1,14,1,2,7.31,7.4,-1.0,0,aprovado
5313,31,12,4,4,50,1,1,4.13,10.0,8.03,1,aprovado
5314,87,18,4,4,19,1,1,6.57,6.06,-1.0,0,aprovado
5315,145,19,7,2,38,1,1,9.5,9.58,-1.0,0,aprovado
5316,60,10,4,2,28,1,2,1.87,7.7,4.26,1,reprovado
5317,20,3,4,0,68,0,3,0.09,7.61,9.9,1,aprovado
5318,68,16,0,3,45,0,2,5.66,10.0,-1.0,0,aprovado
5319,125,17,3,4,21,1,1,5.95,8.28,-1.0,0,aprovado
5320,17,5,2,2,78,0,2,0.33,10.0,10.0,1,aprovado
5321,109,21,3,3,36,0,3,4.01,6.09,5.29,1,reprovado
5322,107,14,7,0,31,1,0,5.31,3.96,6.1,1,reprovado
5323,46,8,3,4,60,0,2,4.91,6.47,10.0,1,aprovado
5324,60,15,1,3,46,0,2,1.24,6.02,10.0,1,aprovado
5325,136,24,1,2,65,0,1,0.7,10.0,10.0,1,reprovado
5326,36,6,5,4,28,1,2,9.14,9.12,-1.0,0,aprovado
5327,138,24,6,1,32,1,2,2.13,5.66,7.84,1,reprovado
5328,15,12,2,4,34,1,3,6.45,7.02,-1.0,0,aprovado
5329,135,20,1,1,55,1,2,4.82,6.62,9.84,1,aprovado
5330,105,19,6,4,28,1,3,0.36,6.21,8.49,1,aprovado
5331,95,14,6,4,41,0,2,9.67,4.06,8.0,1,aprovado
5332,67,13,1,2,75,1,0,0.99,10.0,10.0,1,aprovado
5333,58,6,2,4,60,1,0,3.87,10.0,7.55,1,aprovado
5334,77,11,6,1,27,1,1,7.51,8.12,-1.0,0,aprovado
5335,58,12,1,2,31,0,3,1.45,5.86,8.07,1,aprovado
5336,76,16,7,2,20,1,0,8.0,9.28,-1.0,0,aprovado
5337,93,16,3,0,20,1,0,9.25,8.58,-1.0,0,aprovado
5338,130,23,7,0,16,1,2,7.39,8.12,-1.0,0,reprovado
5339,103,13,3,3,16,1,0,8.69,8.44,-1.0,0,aprovado
5340,71,7,3,1,27,1,3,8.6,7.14,-1.0,0,aprovado
5341,144,14,6,3,14,1,0,8.14,8.09,-1.0,0,aprovado
5342,20,2,6,3,61,1,3,4.57,10.0,7.72,1,aprovado
5343,107,17,6,0,34,1,0,7.13,8.12,-1.0,0,aprovado
5344,68,8,4,2,48,0,3,1.36,6.87,6.07,1,aprovado
5345,81,11,6,4,50,1,2,1.96,9.62,6.5,1,aprovado
5346,16,9,2,4,32,1,0,8.83,4.59,8.45,1,aprovado
5347,46,14,2,0,11,1,3,5.93,6.26,-1.0,0,aprovado
5348,71,9,1,4,35,0,3,5.6,1.88,8.62,1,aprovado
5349,33,3,5,3,38,1,3,4.66,9.09,6.91,1,aprovado
5350,127,19,5,1,8,1,1,6.84,6.92,-1.0,0,aprovado
5351,100,11,3,4,56,1,1,1.29,8.19,10.0,1,aprovado
5352,139,15,3,1,41,1,0,9.49,9.44,-1.0,0,aprovado
5353,89,11,1,2,44,1,1,5.7,9.64,-1.0,0,aprovado
5354,61,9,5,4,37,1,2,7.84,8.48,-1.0,0,aprovado
5355,38,10,2,3,45,1,2,8.62,8.18,-1.0,0,aprovado
5356,69,8,7,3,34,0,1,5.97,7.72,-1.0,0,aprovado
5357,120,13,1,2,42,1,1,1.72,4.87,6.26,1,reprovado
5358,117,18,7,4,71,1,2,0.12,10.0,10.0,1,aprovado
5359,90,17,5,2,34,0,2,4.28,6.0,8.53,1,aprovado
5360,140,19,2,1,45,1,0,2.18,9.84,10.0,1,aprovado
5361,86,10,5,1,46,0,0,8.22,4.8,9.08,1,aprovado
5362,110,20,6,3,65,1,2,0.54,10.0,9.22,1,aprovado
5363,140,15,4,3,36,1,3,7.9,4.83,8.23,1,aprovado
5364,147,15,3,0,29,1,2,8.37,7.92,-1.0,0,aprovado
5365,49,10,7,3,31,1,3,6.11,10.0,-1.0,0,aprovado
5366,25,11,7,1,38,0,0,8.78,4.13,9.03,1,aprovado
5367,139,24,4,0,61,0,0,4.55,8.06,10.0,1,reprovado
5368,43,14,0,1,25,0,0,5.2,6.82,-1.0,0,aprovado
5369,100,17,2,0,14,1,3,7.38,8.36,-1.0,0,aprovado
5370,28,9,0,3,50,1,3,2.11,9.27,6.73,1,aprovado
5371,143,21,7,4,33,1,3,9.33,10.0,-1.0,0,reprovado
5372,104,19,7,3,30,0,2,8.54,5.21,-1.0,0,aprovado
5373,37,14,4,0,72,0,3,4.59,8.38,10.0,1,aprovado
5374,60,14,5,0,16,1,0,8.01,7.82,-1.0,0,aprovado
5375,147,25,6,4,36,1,3,9.63,8.01,-1.0,0,reprovado
5376,19,2,2,2,49,1,3,0.21,10.0,10.0,1,aprovado
5377,81,15,4,0,55,0,1,0.94,4.86,10.0,1,aprovado
5378,70,13,4,3,29,0,2,3.38,6.08,7.4,1,aprovado
5379,121,16,1,4,42,1,0,8.64,8.07,-1.0,0,aprovado
5380,137,20,5,4,62,0,1,0.54,5.6,10.0,1,aprovado
5381,129,23,6,0,32,0,1,4.12,4.66,6.02,1,reprovado
5382,32,6,3,2,39,1,0,9.94,10.0,-1.0,0,aprovado
5383,92,11,5,0,29,0,1,5.59,4.96,6.52,1,aprovado
5384,25,3,0,2,65,0,1,3.12,7.65,9.38,1,aprovado
5385,77,11,3,0,23,1,1,7.99,5.62,-1.0,0,aprovado
5386,31,12,7,4,62,1,0,2.93,9.22,10.0,1,aprovado
5387,137,24,7,1,57,0,2,7.84,4.8,7.64,1,reprovado
5388,49,10,4,0,32,1,1,4.96,7.34,8.93,1,aprovado
5389,140,17,6,0,31,0,1,6.85,1.68,8.22,1,aprovado
5390,85,9,1,2,56,0,3,5.87,7.86,-1.0,0,aprovado
5391,38,9,7,3,70,1,0,2.77,10.0,10.0,1,aprovado
5392,56,11,3,4,32,1,3,8.37,9.39,-1.0,0,aprovado
5393,133,14,1,4,62,0,1,1.23,8.97,7.76,1,aprovado
5394,140,24,0,1,26,1,1,6.38,7.37,-1.0,0,reprovado
5395,56,13,4,1,36,1,2,7.37,7.95,-1.0,0,aprovado
5396,65,14,0,4,62,1,1,0.0,10.0,9.85,1,aprovado
5397,88,10,5,4,69,0,2,4.24,9.36,10.0,1,aprovado
5398,92,12,7,4,15,0,2,6.02,5.5,-1.0,0,reprovado
5399,51,15,6,0,39,0,3,1.67,4.24,9.82,1,aprovado
5400,140,20,4,3,25,0,2,5.32,6.04,-1.0,0,reprovado
5401,81,8,6,1,38,0,2,7.48,5.4,-1.0,0,aprovado
5402,59,10,7,0,31,0,2,3.46,3.48,5.4,1,reprovado
5403,76,12,5,4,24,1,0,6.93,8.7,-1.0,0,aprovado
5404,128,19,4,3,34,0,1,2.33,5.05,6.71,1,reprovado
5405,124,13,2,3,29,0,0,0.02,2.41,6.26,1,reprovado
5406,150,25,6,0,27,1,2,6.78,6.58,-1.0,0,reprovado
5407,114,14,3,4,18,1,1,6.13,7.88,-1.0,0,aprovado
5408,149,21,6,4,61,1,1,4.47,9.78,9.36,1,reprovado
5409,46,6,3,4,31,1,3,9.61,9.6,-1.0,0,aprovado
5410,78,16,7,3,61,0,1,3.33,8.3,8.3,1,aprovado
5411,148,25,4,0,32,1,3,0.25,8.16,4.88,1,reprovado
5412,104,12,6,1,58,1,3,0.58,8.92,9.93,1,aprovado
5413,29,11,7,3,58,1,3,4.5,10.0,8.4,1,aprovado
5414,138,24,1,2,62,0,0,0.75,9.8,10.0,1,reprovado
5415,73,11,5,3,28,1,1,2.17,3.79,4.78,1,reprovado
5416,114,15,3,1,66,1,1,1.17,10.0,10.0,1,aprovado
5417,42,12,4,4,38,1,0,5.29,7.16,-1.0,0,aprovado
5418,51,10,0,1,44,0,3,5.81,7.84,-1.0,0,aprovado
5419,67,13,5,1,46,0,3,6.0,5.81,-1.0,0,reprovado
5420,50,15,4,4,30,1,1,5.53,10.0,-1.0,0,aprovado
5421,17,4,6,4,51,1,3,0.27,10.0,7.94,1,aprovado
5422,19,2,1,4,28,1,2,9.31,7.84,-1.0,0,aprovado
5423,72,10,7,2,49,1,2,3.45,7.24,10.0,1,aprovado
5424,90,16,6,0,33,1,0,6.19,9.0,-1.0,0,aprovado
5425,128,19,2,1,44,1,1,4.57,6.9,8.88,1,aprovado
5426,97,12,3,0,35,0,0,9.35,6.68,-1.0,0,aprovado
5427,108,18,7,4,28,1,3,7.43,6.72,-1.0,0,aprovado
5428,24,5,1,2,43,1,2,8.98,10.0,-1.0,0,aprovado
5429,17,2,6,1,70,0,0,1.17,6.28,8.88,1,aprovado
5430,35,7,5,4,43,1,2,9.52,8.16,-1.0,0,aprovado
5431,51,11,4,2,45,0,2,8.67,4.04,6.1,1,aprovado
5432,94,18,1,4,66,0,1,2.8,6.18,10.0,1,aprovado
5433,65,7,0,4,52,0,1,2.09,5.64,10.0,1,aprovado
5434,138,14,6,0,58,1,2,0.13,7.8,10.0,1,aprovado
5435,31,11,7,0,11,0,2,8.09,5.52,-1.0,0,aprovado
5436,21,6,3,0,27,0,1,6.88,5.58,-1.0,0,aprovado
5437,147,24,6,4,16,0,1,5.84,5.22,-1.0,0,reprovado
5438,88,14,2,4,28,0,0,0.56,5.33,6.3,1,reprovado
5439,63,6,1,3,23,1,1,7.45,7.62,-1.0,0,aprovado
5440,150,23,5,4,22,1,2,5.68,3.61,7.57,1,reprovado
5441,76,15,6,2,28,1,2,5.44,3.94,6.0,1,reprovado
5442,28,10,5,4,24,1,2,6.88,5.19,-1.0,0,aprovado
5443,117,17,3,0,54,1,0,3.81,9.18,10.0,1,aprovado
5444,84,9,1,0,14,1,2,6.27,8.3,-1.0,0,aprovado
5445,71,17,0,3,25,1,3,9.18,7.3,-1.0,0,aprovado
5446,29,12,5,2,5,1,0,8.47,6.9,-1.0,0,aprovado
5447,110,19,6,3,36,0,2,6.97,8.53,-1.0,0,aprovado
5448,78,11,4,2,41,0,3,5.84,7.96,-1.0,0,aprovado
5449,25,11,5,0,28,1,1,7.06,5.59,-1.0,0,aprovado
5450,46,12,7,2,30,1,3,0.27,7.1,5.3,1,aprovado
5451,79,9,3,0,10,1,1,6.76,6.16,-1.0,0,aprovado
5452,48,12,6,1,60,0,1,4.37,8.17,10.0,1,aprovado
5453,71,15,3,4,37,0,0,9.49,3.44,9.52,1,aprovado
5454,78,14,0,2,40,1,1,4.91,8.2,5.91,1,aprovado
5455,128,18,2,3,52,1,2,2.65,10.0,8.47,1,aprovado
5456,23,2,5,0,32,1,0,7.49,8.88,-1.0,0,aprovado
5457,104,17,3,2,25,1,0,9.22,5.4,-1.0,0,aprovado
5458,38,9,4,4,35,1,1,8.54,9.18,-1.0,0,aprovado
5459,27,4,7,4,26,1,2,9.62,10.0,-1.0,0,aprovado
5460,44,10,1,2,59,0,2,3.48,7.86,10.0,1,aprovado
5461,79,14,1,0,52,0,0,1.11,4.71,8.48,1,aprovado
5462,124,22,5,2,25,0,2,5.37,7.5,-1.0,0,reprovado
5463,117,17,7,3,70,1,3,2.2,10.0,10.0,1,aprovado
5464,58,9,4,1,41,0,2,6.63,7.26,-1.0,0,aprovado
5465,62,16,4,4,30,1,2,3.82,5.21,5.31,1,reprovado
5466,56,11,3,1,48,1,3,5.49,10.0,-1.0,0,aprovado
5467,67,8,5,1,42,0,0,2.01,3.32,5.8,1,reprovado
5468,128,17,2,4,32,0,3,8.98,5.54,-1.0,0,aprovado
5469,64,7,2,4,65,1,1,4.46,8.0,10.0,1,aprovado
5470,119,20,2,4,26,1,2,5.58,7.87,-1.0,0,aprovado
5471,84,18,1,2,32,1,1,6.62,8.64,-1.0,0,aprovado
5472,93,18,0,1,59,0,3,4.47,8.02,7.9,1,aprovado
5473,139,23,5,3,62,1,3,3.48,7.53,8.37,1,reprovado
5474,77,9,4,2,11,1,1,7.42,6.36,-1.0,0,aprovado
5475,81,9,1,2,56,1,1,3.34,9.07,9.16,1,aprovado
5476,94,10,0,3,41,0,0,5.48,9.3,-1.0,0,aprovado
5477,112,16,1,2,39,1,2,2.52,6.85,9.68,1,aprovado
5478,60,7,5,4,49,0,3,0.2,7.0,8.02,1,aprovado
5479,91,12,5,1,34,1,3,9.95,10.0,-1.0,0,aprovado
5480,84,9,1,2,78,0,1,0.07,7.59,10.0,1,aprovado
5481,139,24,5,0,41,1,3,1.11,5.14,8.04,1,reprovado
5482,40,7,5,4,70,0,2,2.8,7.32,10.0,1,aprovado
5483,134,21,6,0,24,1,3,1.75,3.71,5.61,1,reprovado
5484,32,5,4,3,45,1,1,3.83,5.24,8.6,1,aprovado
5485,23,6,0,3,49,0,2,4.56,4.8,9.44,1,aprovado
5486,111,21,4,0,39,1,2,6.72,9.44,-1.0,0,reprovado
5487,146,17,3,0,61,1,0,4.8,9.02,10.0,1,aprovado
5488,50,8,7,1,37,0,1,8.09,6.76,-1.0,0,aprovado
5489,97,10,3,3,52,1,1,0.59,7.3,7.67,1,aprovado
5490,68,17,2,3,51,0,1,3.28,4.9,10.0,1,aprovado
5491,103,15,7,2,28,0,1,8.62,4.3,7.55,1,aprovado
5492,126,13,6,3,26,1,0,2.96,5.87,5.55,1,reprovado
5493,134,17,0,0,41,0,2,2.56,6.9,6.58,1,aprovado
5494,32,8,1,3,32,1,1,6.09,6.25,-1.0,0,aprovado
5495,55,6,4,3,9,1,1,6.99,5.84,-1.0,0,aprovado
5496,61,13,4,2,72,1,1,1.67,9.44,10.0,1,aprovado
5497,96,19,4,4,30,0,2,9.25,1.57,6.17,1,aprovado
5498,139,19,4,3,51,0,3,3.22,4.38,8.96,1,aprovado
5499,146,23,5,1,10,1,3,6.74,5.29,-1.0,0,reprovado
5500,103,10,0,0,30,0,1,7.73,4.39,4.98,1,aprovado
5501,147,16,3,1,46,0,2,4.94,5.81,9.88,1,aprovado
5502,100,19,5,2,60,1,3,2.89,10.0,10.0,1,aprovado
5503,148,20,2,1,18,0,2,9.72,5.37,-1.0,0,aprovado
5504,64,7,3,1,48,0,2,9.39,4.48,10.0,1,aprovado
5505,112,20,0,4,70,1,3,4.2,10.0,10.0,1,aprovado
5506,80,14,5,2,31,0,3,4.71,1.6,8.43,1,aprovado
5507,24,3,0,1,36,0,1,8.02,3.69,6.32,1,aprovado
5508,60,9,6,1,39,1,1,0.97,8.94,5.36,1,aprovado
5509,47,11,6,1,32,0,1,9.36,2.82,5.02,1,aprovado
5510,136,15,0,2,71,0,2,1.07,9.1,10.0,1,aprovado
5511,143,23,1,2,24,0,0,8.11,2.62,4.5,1,reprovado
5512,65,11,6,2,21,1,1,9.07,8.04,-1.0,0,aprovado
5513,68,7,6,0,54,0,1,1.92,7.09,7.99,1,aprovado
5514,66,12,1,2,25,0,2,7.04,7.96,-1.0,0,aprovado
5515,135,16,2,0,39,0,3,4.37,3.8,9.82,1,aprovado
5516,74,12,6,4,25,0,0,0.15,3.44,5.6,1,reprovado
5517,115,22,3,4,8,1,0,5.7,6.14,-1.0,0,reprovado
5518,89,10,7,3,20,0,2,5.63,5.8,-1.0,0,reprovado
5519,17,7,4,2,36,0,0,0.36,6.57,7.1,1,aprovado
5520,116,15,7,2,34,0,1,9.07,4.12,4.9,1,aprovado
5521,117,17,6,4,65,1,3,4.09,8.98,8.48,1,aprovado
5522,113,16,1,3,29,0,0,1.62,4.2,7.84,1,aprovado
5523,67,10,6,2,30,0,2,7.88,3.02,6.23,1,aprovado
5524,26,8,0,3,42,1,1,9.33,10.0,-1.0,0,aprovado
5525,99,18,7,2,25,0,1,5.49,7.64,-1.0,0,aprovado
5526,63,7,4,1,40,0,2,1.0,6.86,9.67,1,aprovado
5527,125,20,2,4,28,1,0,0.45,6.42,3.74,1,reprovado
5528,44,4,4,2,58,1,0,3.17,9.55,7.32,1,aprovado
5529,35,6,4,2,45,1,3,7.05,10.0,-1.0,0,aprovado
5530,121,16,2,3,58,0,1,2.55,8.22,10.0,1,aprovado
5531,60,10,3,0,36,0,3,2.86,4.69,4.92,1,reprovado
5532,87,19,4,2,15,1,1,7.09,7.38,-1.0,0,aprovado
5533,117,18,5,3,41,1,1,5.28,7.22,-1.0,0,aprovado
5534,40,8,1,1,38,0,1,5.49,9.44,-1.0,0,aprovado
5535,55,8,0,0,6,1,3,7.8,6.97,-1.0,0,aprovado
5536,18,12,3,0,24,1,2,6.08,5.37,-1.0,0,reprovado
5537,102,10,3,3,13,1,0,6.5,5.38,-1.0,0,reprovado
5538,67,13,7,4,29,0,0,2.39,4.36,5.96,1,reprovado
5539,137,17,7,2,51,0,1,9.22,4.56,9.8,1,aprovado
5540,97,13,3,0,39,0,0,2.31,4.3,9.44,1,aprovado
5541,121,15,4,1,28,1,0,2.72,4.79,6.48,1,reprovado
5542,143,16,4,1,55,1,2,2.27,7.36,8.72,1,aprovado
5543,69,16,0,2,31,0,1,0.18,3.16,5.78,1,reprovado
5544,102,11,6,3,41,0,3,1.96,4.72,9.66,1,aprovado
5545,65,8,4,1,68,1,2,3.29,8.68,9.2,1,aprovado
5546,98,19,4,1,28,1,2,6.88,8.35,-1.0,0,aprovado
5547,80,15,6,3,28,1,2,5.97,10.0,-1.0,0,aprovado
5548,71,17,1,0,52,0,3,3.47,8.78,7.95,1,aprovado
5549,51,5,1,2,41,0,2,1.96,7.54,7.64,1,aprovado
5550,17,3,7,0,33,0,2,8.84,6.62,-1.0,0,aprovado
5551,20,3,4,2,29,1,0,9.6,3.76,8.38,1,aprovado
5552,116,19,6,1,31,1,2,2.01,4.31,8.25,1,aprovado
5553,81,15,4,3,28,1,1,6.85,10.0,-1.0,0,aprovado
5554,138,20,6,2,30,1,3,6.12,10.0,-1.0,0,aprovado
5555,113,12,6,0,42,0,1,5.96,3.41,8.33,1,aprovado
5556,49,15,7,1,28,1,0,8.13,7.92,-1.0,0,aprovado
5557,113,16,4,4,31,0,0,0.71,3.68,6.0,1,reprovado
5558,46,9,0,4,43,1,1,9.76,10.0,-1.0,0,aprovado
5559,53,13,6,1,61,1,1,3.99,10.0,7.98,1,aprovado
5560,36,14,6,0,26,1,3,7.54,8.36,-1.0,0,aprovado
5561,63,15,5,4,25,1,3,1.58,5.15,7.12,1,aprovado
5562,26,6,0,0,51,1,1,4.24,10.0,10.0,1,aprovado
5563,33,6,0,3,30,1,1,0.78,6.51,8.28,1,aprovado
5564,150,25,5,0,26,1,2,6.26,3.52,8.02,1,reprovado
5565,133,16,3,1,51,1,0,1.53,6.62,7.5,1,aprovado
5566,106,20,1,4,59,1,1,0.68,9.22,10.0,1,aprovado
5567,132,20,7,3,34,1,3,6.02,7.48,-1.0,0,aprovado
5568,16,11,4,1,28,1,1,6.35,9.3,-1.0,0,aprovado
5569,119,20,4,2,50,0,2,3.29,5.11,6.37,1,reprovado
5570,118,13,0,4,49,1,3,1.55,10.0,8.91,1,aprovado
5571,91,9,1,1,17,1,3,8.1,6.7,-1.0,0,aprovado
5572,31,13,0,1,41,1,2,2.09,9.64,9.62,1,aprovado
5573,44,10,1,4,40,1,3,7.56,4.61,6.69,1,aprovado
5574,15,6,4,0,25,0,2,10.0,7.5,-1.0,0,aprovado
5575,127,21,2,1,41,1,0,0.97,7.88,8.94,1,reprovado
5576,43,13,6,3,17,1,0,7.97,8.94,-1.0,0,aprovado
5577,60,16,0,0,56,0,2,2.73,5.71,7.52,1,aprovado
5578,140,15,5,2,25,0,3,0.14,2.68,3.92,1,reprovado
5579,121,17,5,0,10,1,2,8.54,7.64,-1.0,0,aprovado
5580,68,12,1,1,44,1,3,5.27,10.0,-1.0,0,aprovado
5581,45,12,4,3,46,1,3,4.12,5.78,6.7,1,aprovado
5582,30,12,1,1,10,1,0,7.93,5.86,-1.0,0,aprovado
5583,102,11,1,4,31,1,2,6.86,3.64,5.3,1,aprovado
5584,26,13,5,2,71,1,1,1.32,10.0,10.0,1,aprovado
5585,18,3,4,4,40,1,0,0.97,6.19,6.14,1,aprovado
5586,35,6,6,0,64,0,3,4.0,8.31,8.9,1,aprovado
5587,150,25,4,4,27,1,3,8.97,8.1,-1.0,0,reprovado
5588,65,16,3,3,30,1,2,8.45,7.49,-1.0,0,aprovado
5589,37,4,4,1,80,1,3,0.13,10.0,10.0,1,aprovado
5590,39,6,1,4,52,1,2,2.16,10.0,10.0,1,aprovado
5591,92,13,0,2,28,1,2,7.39,8.17,-1.0,0,aprovado
5592,90,13,5,1,71,1,3,1.47,10.0,10.0,1,aprovado
5593,38,8,6,1,36,0,1,5.91,5.79,-1.0,0,reprovado
5594,108,14,1,0,25,0,1,0.89,2.58,5.08,1,reprovado
5595,137,22,1,3,40,1,3,0.04,6.06,8.46,1,reprovado
5596,49,13,0,1,23,1,3,7.97,9.48,-1.0,0,aprovado
5597,33,5,6,4,28,1,3,5.12,6.77,-1.0,0,reprovado
5598,80,12,5,1,64,1,3,0.56,8.36,10.0,1,aprovado
5599,119,21,6,0,4,1,1,8.54,7.26,-1.0,0,reprovado
5600,84,10,4,3,21,0,0,5.85,5.76,-1.0,0,reprovado
5601,31,9,6,4,46,1,3,4.39,5.92,9.24,1,aprovado
5602,107,15,3,4,25,1,2,7.87,4.16,3.32,1,aprovado
